word,emotion,emotion-intensity-score
outraged,anger,964
brutality,anger,959
hatred,anger,953
hateful,anger,940
terrorize,anger,939
infuriated,anger,938
violently,anger,938
furious,anger,929
enraged,anger,927
furiously,anger,927
screwyou,anger,924
murderer,anger,922
fury,anger,922
execution,anger,917
angered,anger,916
savagery,anger,915
slaughtering,anger,914
veryangry,anger,913
assassinate,anger,912
fuckoff,anger,912
annihilation,anger,912
rage,anger,911
loathe,anger,909
damnation,anger,906
roadrage,anger,906
fucktard,anger,906
homicidal,anger,906
furor,anger,900
hostile,anger,898
annihilate,anger,898
murder,anger,897
raging,anger,896
sopissed,anger,894
pissed,anger,894
rape,anger,894
explosive,anger,894
obliterated,anger,894
vengeful,anger,894
ferocious,anger,894
infuriates,anger,894
killing,anger,893
combative,anger,891
gofuckyourself,anger,886
vengeance,anger,886
wrath,anger,885
torment,anger,885
vicious,anger,884
threatening,anger,882
massacre,anger,882
bloodthirsty,anger,875
abhorrent,anger,875
pissoff,anger,875
fighting,anger,868
annihilated,anger,865
attacking,anger,865
angriest,anger,864
bloodshed,anger,864
smite,anger,862
brawl,anger,861
assault,anger,859
assassination,anger,859
strangle,anger,859
explode,anger,859
malicious,anger,859
tirade,anger,859
hostility,anger,859
loathsome,anger,857
attack,anger,853
hell,anger,853
murderous,anger,853
malice,anger,852
terrorism,anger,851
beating,anger,849
pissingmeoff,anger,848
desecration,anger,848
outrage,anger,848
irate,anger,844
tumultuous,anger,844
destroying,anger,844
violent,anger,844
stab,anger,844
infuriate,anger,844
slaughter,anger,844
abomination,anger,844
obliterate,anger,843
dumbbitch,anger,841
belligerent,anger,841
detest,anger,838
hostilities,anger,837
prick,anger,835
cruelty,anger,833
horrid,anger,833
rampage,anger,833
rabid,anger,833
torture,anger,833
satanic,anger,828
hate,anger,828
hating,anger,828
tyrannical,anger,828
demonic,anger,828
ragemode,anger,828
despicable,anger,828
ruinous,anger,825
condemn,anger,825
extermination,anger,824
riots,anger,824
dickhead,anger,824
angry,anger,824
demolish,anger,824
livid,anger,821
madman,anger,820
vindictive,anger,819
ferocity,anger,818
terrorist,anger,818
venomous,anger,818
threaten,anger,818
hateyou,anger,818
effyou,anger,818
abhor,anger,816
carnage,anger,814
savage,anger,814
atrocity,anger,814
fuming,anger,812
pissedoff,anger,812
pissesmeoff,anger,812
fierce,anger,812
abuse,anger,812
barbaric,anger,812
berserk,anger,812
fucksake,anger,812
vendetta,anger,812
angrytweet,anger,812
destroyer,anger,812
tyrant,anger,812
anger,anger,811
pieceofshit,anger,810
slam,anger,803
punching,anger,803
homicide,anger,803
punched,anger,803
bitch,anger,803
fights,anger,803
destructive,anger,797
ruthless,anger,797
villainous,anger,797
slap,anger,791
destroyed,anger,788
ragetweet,anger,788
slaughterhouse,anger,788
retaliatory,anger,788
yelling,anger,788
riot,anger,788
punishing,anger,788
growthefuckup,anger,788
diabolical,anger,788
clash,anger,783
manslaughter,anger,783
hellish,anger,781
bloody,anger,781
loath,anger,781
quarrel,anger,781
detonation,anger,781
sinister,anger,781
fumin,anger,779
hateeee,anger,779
treacherous,anger,779
accusing,anger,779
madder,anger,773
retaliate,anger,773
revulsion,anger,773
horrific,anger,773
scorn,anger,769
bomb,anger,766
deplorable,anger,766
anarchist,anger,765
devastation,anger,765
resent,anger,765
firestorm,anger,765
contemptible,anger,764
shittest,anger,760
smash,anger,758
deadly,anger,758
soangry,anger,758
rant,anger,758
cruel,anger,758
outburst,anger,757
snarl,anger,754
crazed,anger,750
dontmesswithme,anger,750
profane,anger,750
aggravating,anger,750
douchebags,anger,750
offend,anger,750
horror,anger,750
revolting,anger,750
despise,anger,750
vulgarity,anger,750
growling,anger,750
stfu,anger,750
molestation,anger,742
fuckedoff,anger,742
erupt,anger,742
violence,anger,742
horrible,anger,742
screaming,anger,742
threat,anger,742
bastards,anger,741
revenge,anger,738
menacing,anger,735
crushing,anger,735
damn,anger,735
catastrophe,anger,735
demon,anger,735
argue,anger,734
fedup,anger,734
vehement,anger,734
thrash,anger,734
warfare,anger,734
revolt,anger,734
flog,anger,734
deplore,anger,734
persecute,anger,734
riotous,anger,734
altercation,anger,729
warlike,anger,728
mutiny,anger,727
shitday,anger,727
sabotage,anger,727
castrate,anger,727
strike,anger,721
malevolent,anger,721
disaster,anger,721
disastrous,anger,720
disdain,anger,719
choke,anger,719
arseholes,anger,719
devil,anger,719
scream,anger,719
spiteful,anger,719
bastarding,anger,719
scorching,anger,719
horseshit,anger,719
treachery,anger,719
slay,anger,719
brutal,anger,719
tumult,anger,719
madden,anger,719
aggravates,anger,719
vermin,anger,719
anarchism,anger,714
mutilation,anger,714
mangle,anger,714
criminal,anger,714
punch,anger,713
denunciation,anger,713
holocaust,anger,712
blasphemous,anger,712
battled,anger,712
dumbasses,anger,712
fatal,anger,712
virulence,anger,712
dontlikeyou,anger,712
hurting,anger,712
crucifixion,anger,712
deranged,anger,706
evil,anger,706
irritated,anger,706
atrocious,anger,706
assassin,anger,703
intimidation,anger,703
persecution,anger,703
slayer,anger,703
kidnap,anger,703
dicks,anger,703
scolding,anger,703
aggravated,anger,703
aggression,anger,702
armed,anger,700
poison,anger,697
snarling,anger,697
venom,anger,697
battle,anger,697
disgruntled,anger,693
assailant,anger,691
insidious,anger,691
resentment,anger,691
contemptuous,anger,690
lynch,anger,690
lunatic,anger,688
mad,anger,688
peeved,anger,688
bully,anger,688
temper,anger,688
infanticide,anger,688
curse,anger,688
domination,anger,688
imprisonment,anger,688
terrible,anger,688
disparage,anger,688
makesmemad,anger,688
volatility,anger,687
eradication,anger,685
scoundrel,anger,682
eradicate,anger,682
tantrum,anger,682
devastate,anger,682
agitation,anger,680
aggressively,anger,680
irritates,anger,676
dictatorship,anger,676
profanity,anger,673
dastardly,anger,672
expletive,anger,672
wreak,anger,672
contempt,anger,672
crime,anger,672
poisonous,anger,672
nasty,anger,672
aggravation,anger,672
condemnation,anger,672
egregious,anger,672
shove,anger,672
shoot,anger,672
shot,anger,672
crushed,anger,672
corrupting,anger,672
harmful,anger,672
cruelly,anger,672
maniac,anger,670
irritable,anger,667
shooting,anger,667
odious,anger,667
shout,anger,667
eruption,anger,667
cutthroat,anger,667
kick,anger,667
hateeveryone,anger,667
hit,anger,667
fight,anger,667
enemy,anger,667
combat,anger,667
aggressive,anger,667
punished,anger,662
yell,anger,661
ambush,anger,661
harass,anger,659
gore,anger,656
expel,anger,656
malignant,anger,656
destruction,anger,656
aggressor,anger,656
incense,anger,656
grudge,anger,656
antichrist,anger,656
cranky,anger,653
reprisal,anger,652
slave,anger,652
growl,anger,652
offended,anger,652
clashing,anger,652
insulting,anger,652
insurrection,anger,652
spank,anger,652
animosity,anger,652
denounce,anger,652
growls,anger,649
executioner,anger,644
twat,anger,644
doomsday,anger,643
bombard,anger,641
feud,anger,641
accused,anger,641
arson,anger,641
daemon,anger,641
shackle,anger,641
indignant,anger,641
obscenity,anger,641
spat,anger,641
havoc,anger,641
grr,anger,641
inexcusable,anger,641
expulsion,anger,641
reprimand,anger,641
somad,anger,637
poisoned,anger,636
kicking,anger,636
wound,anger,636
batter,anger,636
frustrated,anger,636
hanging,anger,636
disgusting,anger,636
spanking,anger,636
suicidal,anger,636
anarchy,anger,636
glaring,anger,636
combatant,anger,636
wrecked,anger,633
inflict,anger,633
grievous,anger,632
cheat,anger,630
prosecute,anger,630
agitated,anger,630
swastika,anger,627
enslaved,anger,625
scourge,anger,625
raid,anger,625
suffocation,anger,625
defamatory,anger,625
indict,anger,625
cursing,anger,625
provocation,anger,625
harassing,anger,625
injure,anger,625
betray,anger,625
thundering,anger,625
strife,anger,625
arsehole,anger,624
jerk,anger,621
retaliation,anger,621
fiend,anger,621
theft,anger,621
insane,anger,621
irritate,anger,621
deprivation,anger,621
convict,anger,621
cussed,anger,619
turmoil,anger,618
smack,anger,615
retribution,anger,614
adverse,anger,609
battery,anger,609
twats,anger,609
collision,anger,609
injurious,anger,609
rebellion,anger,609
slavery,anger,609
gang,anger,609
irritability,anger,609
bitterly,anger,609
oppressor,anger,609
antagonism,anger,609
intolerable,anger,609
disgraced,anger,608
diatribe,anger,606
sickening,anger,606
ranting,anger,606
asshole,anger,606
irks,anger,606
irritating,anger,606
discrimination,anger,606
bombardment,anger,606
thug,anger,606
antagonistic,anger,606
revolution,anger,606
blast,anger,606
frustrate,anger,604
tension,anger,603
manipulation,anger,603
oppression,anger,603
hurtful,anger,603
insult,anger,603
tiredofit,anger,603
bigot,anger,603
disgust,anger,602
spite,anger,600
intrusive,anger,598
harshness,anger,597
slur,anger,596
bitterness,anger,594
tempest,anger,594
miserable,anger,594
morbidity,anger,594
assail,anger,594
puncture,anger,594
invasion,anger,594
inferno,anger,594
casualty,anger,594
storming,anger,594
wretch,anger,594
consternation,anger,592
guillotine,anger,591
forcibly,anger,591
overpowering,anger,591
immoral,anger,591
guilty,anger,591
depraved,anger,591
raving,anger,591
soannoyed,anger,588
recalcitrant,anger,588
accursed,anger,588
screwed,anger,588
invader,anger,588
scare,anger,588
indignation,anger,587
jealousy,anger,587
vexed,anger,586
confront,anger,582
brute,anger,581
throttle,anger,579
provoking,anger,578
coup,anger,578
pillage,anger,578
damage,anger,578
shutup,anger,578
contentious,anger,578
shutit,anger,578
bickering,anger,578
incarceration,anger,578
butcher,anger,578
lash,anger,578
conflict,anger,578
blaze,anger,578
slut,anger,578
defiant,anger,578
wreck,anger,578
revolver,anger,578
yousuck,anger,578
criminality,anger,578
cancer,anger,577
frustration,anger,576
standoff,anger,576
gory,anger,576
dontmess,anger,576
alienation,anger,576
gun,anger,576
pernicious,anger,576
grope,anger,576
discord,anger,576
condescension,anger,576
discriminate,anger,576
blasphemy,anger,576
chaotic,anger,576
disturbance,anger,576
friggen,anger,575
jab,anger,574
monstrosity,anger,574
lunacy,anger,574
oppressive,anger,574
scandalous,anger,574
cursed,anger,574
sneer,anger,574
death,anger,574
shit,anger,573
slash,anger,571
unfair,anger,571
disparaging,anger,571
gallows,anger,570
escalate,anger,569
intolerant,anger,564
lawlessness,anger,563
bluddy,anger,562
dreadful,anger,562
arghh,anger,562
derogatory,anger,562
beast,anger,562
malign,anger,562
traitor,anger,562
grouchy,anger,562
slander,anger,562
wrangling,anger,562
taunt,anger,562
perdition,anger,562
frightful,anger,562
invade,anger,562
glare,anger,562
deceived,anger,562
torpedo,anger,562
bellows,anger,562
retards,anger,562
bearish,anger,562
rave,anger,561
hurt,anger,561
grating,anger,561
thief,anger,561
uncontrollable,anger,561
idiots,anger,561
devastating,anger,561
banshee,anger,561
cross,anger,561
betrayal,anger,561
fits,anger,561
shatter,anger,561
conflagration,anger,561
jeopardize,anger,561
dissension,anger,561
subjugation,anger,559
disturbed,anger,559
stomped,anger,557
grab,anger,557
ticked,anger,556
masochism,anger,556
grievance,anger,556
defiance,anger,552
blackmail,anger,550
offensive,anger,549
decry,anger,548
sin,anger,547
fustrated,anger,547
ire,anger,547
confine,anger,547
deceive,anger,547
arghhhh,anger,547
punishment,anger,547
violation,anger,547
preposterous,anger,547
disgraceful,anger,547
darkside,anger,547
frustrates,anger,547
overbearing,anger,547
misery,anger,547
firearms,anger,547
rebel,anger,547
shrill,anger,547
disparity,anger,547
hadenough,anger,546
stolen,anger,546
foul,anger,545
adversary,anger,545
conspirator,anger,545
skirmish,anger,545
ruined,anger,545
annoyin,anger,545
menace,anger,545
tackle,anger,545
humiliate,anger,545
prejudice,anger,545
resentful,anger,545
antagonist,anger,545
heated,anger,545
wanker,anger,545
callous,anger,545
argument,anger,545
sting,anger,544
outcry,anger,544
grumble,anger,544
robbery,anger,544
entangled,anger,544
resistance,anger,543
irreconcilable,anger,543
obstructive,anger,542
dismay,anger,540
mob,anger,538
juststop,anger,537
badness,anger,536
ridicule,anger,534
incendiary,anger,533
flares,anger,532
twofaced,anger,531
exacerbation,anger,531
prejudicial,anger,531
unbridled,anger,531
intruder,anger,531
communism,anger,531
uprising,anger,531
dispute,anger,531
reckless,anger,531
confinement,anger,531
degeneracy,anger,531
whip,anger,531
belittle,anger,531
allegation,anger,531
offender,anger,530
tackled,anger,530
dictatorial,anger,530
perversion,anger,530
unjust,anger,530
fiesty,anger,530
hassle,anger,530
unjustifiable,anger,530
bigoted,anger,530
dissonance,anger,530
prison,anger,529
trespass,anger,529
cantstandit,anger,529
hot,anger,529
renegade,anger,529
suicide,anger,521
annoy,anger,520
leavemealone,anger,517
depravity,anger,516
venting,anger,516
divorce,anger,516
dishonest,anger,516
prisoner,anger,516
duress,anger,516
inimical,anger,516
grrr,anger,516
idiotic,anger,516
treason,anger,516
tortious,anger,516
criticize,anger,516
disrespectful,anger,516
distrust,anger,516
cretins,anger,516
broil,anger,516
hangry,anger,515
unkind,anger,515
bile,anger,515
roar,anger,515
poaching,anger,515
unforgiving,anger,515
poachers,anger,515
pow,anger,515
unleash,anger,515
scold,anger,515
argumentation,anger,515
chaos,anger,515
frustrating,anger,515
jerks,anger,515
coercion,anger,515
grump,anger,515
victimized,anger,515
tussle,anger,514
bane,anger,511
accusation,anger,510
enmity,anger,510
repudiation,anger,510
banish,anger,509
disfigured,anger,508
storm,anger,507
derogation,anger,500
obstruct,anger,500
nobodycares,anger,500
rejects,anger,500
unruly,anger,500
crazy,anger,500
hammering,anger,500
malpractice,anger,500
frenzied,anger,500
suppression,anger,500
scoff,anger,500
possessed,anger,500
intractable,anger,500
fervor,anger,500
delusional,anger,500
brunt,anger,500
confined,anger,500
injustice,anger,500
shun,anger,500
defy,anger,500
anguish,anger,500
antithesis,anger,500
fear,anger,500
bout,anger,500
derision,anger,500
banished,anger,500
animus,anger,500
reject,anger,500
spear,anger,500
dominate,anger,500
patronising,anger,500
brazen,anger,500
disrupting,anger,500
ordeal,anger,500
foaming,anger,500
getoveryourself,anger,495
stupidpeople,anger,492
toughness,anger,492
sinful,anger,491
madness,anger,491
oppress,anger,490
avarice,anger,490
anathema,anger,485
incest,anger,485
dissident,anger,485
abolish,anger,485
smuggler,anger,485
claw,anger,485
revoke,anger,485
complaint,anger,485
infraction,anger,485
avenger,anger,485
pervert,anger,485
cutting,anger,485
usurp,anger,485
inhuman,anger,485
disservice,anger,485
annoyed,anger,485
stayaway,anger,485
disobedient,anger,485
alienate,anger,485
fricking,anger,485
demand,anger,485
disapproved,anger,485
oust,anger,484
litigious,anger,484
rivalry,anger,484
mocking,anger,484
obnoxious,anger,484
thresh,anger,484
restrain,anger,484
blame,anger,484
deceit,anger,484
strained,anger,484
penalty,anger,484
opposed,anger,484
disgrace,anger,484
imprisoned,anger,484
sucker,anger,484
suspicious,anger,484
upheaval,anger,484
renounce,anger,484
turbulence,anger,483
pound,anger,481
coldness,anger,477
ungrateful,anger,472
stoopid,anger,471
battalion,anger,471
armament,anger,470
jealous,anger,470
hostage,anger,470
adversity,anger,470
infidel,anger,470
ram,anger,470
annoying,anger,470
dispossessed,anger,470
feudalism,anger,470
gall,anger,470
accuser,anger,470
friction,anger,470
subversion,anger,470
plunder,anger,469
incite,anger,469
objection,anger,469
simmer,anger,469
offense,anger,469
complain,anger,469
injury,anger,469
disruption,anger,469
backoff,anger,469
steal,anger,469
angermanagement,anger,469
stifled,anger,469
smother,anger,469
selfish,anger,469
dislike,anger,469
recidivism,anger,469
disobey,anger,469
intolerance,anger,469
exile,anger,469
thump,anger,469
selfishness,anger,469
distress,anger,469
huff,anger,469
perpetrator,anger,469
subversive,anger,469
opposition,anger,469
insanity,anger,469
areyoukidding,anger,468
mug,anger,467
agony,anger,465
arrogant,anger,461
vent,anger,456
sux,anger,456
picketing,anger,456
elimination,anger,456
haughty,anger,456
troublesome,anger,455
mislead,anger,455
impermeable,anger,455
illegality,anger,455
constraint,anger,455
dying,anger,455
clamor,anger,455
flagrant,anger,455
illicit,anger,455
busted,anger,455
veto,anger,455
idiocy,anger,455
crabby,anger,455
stubbed,anger,455
grated,anger,455
desist,anger,453
suppress,anger,453
bad,anger,453
disagreeing,anger,453
struggle,anger,453
despotism,anger,453
disapproving,anger,453
bayonet,anger,453
intense,anger,453
hysterical,anger,453
usurped,anger,453
displeased,anger,453
godless,anger,453
unlawful,anger,451
wrongly,anger,448
repellent,anger,442
wrongful,anger,441
dishonor,anger,441
foe,anger,441
wasted,anger,441
psychosis,anger,441
aversion,anger,440
punitive,anger,439
ultimatum,anger,439
gahhh,anger,439
knuckles,anger,439
effigy,anger,439
upset,anger,439
schism,anger,439
separatist,anger,438
deny,anger,438
stupidity,anger,438
deleterious,anger,438
worthless,anger,438
abandonment,anger,438
mucked,anger,438
ransom,anger,438
irritation,anger,438
fugitive,anger,438
segregate,anger,437
oblivion,anger,437
payback,anger,436
incongruous,anger,435
eviction,anger,435
collusion,anger,432
rob,anger,431
ravenous,anger,429
infidelity,anger,429
overrun,anger,429
rejection,anger,426
stupidrain,anger,426
getoverit,anger,426
incredulous,anger,426
martial,anger,426
harbinger,anger,426
painful,anger,426
defense,anger,425
enforce,anger,424
fuss,anger,424
banger,anger,424
defraud,anger,424
commotion,anger,424
powerful,anger,424
fraudulent,anger,424
concealment,anger,424
indecency,anger,424
greed,anger,424
exasperation,anger,424
disobedience,anger,424
censor,anger,424
discontent,anger,424
fallacious,anger,424
gonorrhea,anger,424
unsympathetic,anger,424
cur,anger,422
duel,anger,422
banishment,anger,422
annoyance,anger,422
bang,anger,422
deportation,anger,422
penetration,anger,422
nettle,anger,422
scar,anger,422
misrepresented,anger,422
penitentiary,anger,422
sedition,anger,422
barb,anger,422
snubbed,anger,422
sarcasm,anger,422
cracked,anger,422
blatant,anger,420
force,anger,418
perverse,anger,415
wring,anger,415
grim,anger,413
bastion,anger,413
tiff,anger,412
sordid,anger,412
surly,anger,412
nothappy,anger,412
moody,anger,412
hunting,anger,411
indenture,anger,410
detainee,anger,409
supremacy,anger,409
compulsion,anger,409
reproach,anger,409
areyoukiddingme,anger,409
inept,anger,409
cantwin,anger,409
squelch,anger,409
forfeit,anger,409
blockade,anger,409
disappoint,anger,409
implicate,anger,409
sham,anger,409
awful,anger,409
contradict,anger,409
sneak,anger,409
lying,anger,408
badger,anger,406
forsaken,anger,406
antipathy,anger,406
inequality,anger,406
epidemic,anger,406
wop,anger,406
onerous,anger,406
tremor,anger,406
wrongdoing,anger,406
scrapie,anger,406
nuisance,anger,406
unthinkable,anger,406
rail,anger,406
cacophony,anger,406
delusion,anger,406
arguments,anger,404
affront,anger,403
traumatic,anger,402
libel,anger,400
annoys,anger,400
sodding,anger,400
soslow,anger,398
watchout,anger,398
frenetic,anger,397
remiss,anger,397
barge,anger,396
rabble,anger,394
confiscate,anger,394
disrespect,anger,394
illegal,anger,394
sue,anger,394
actionable,anger,394
unfriendly,anger,394
extinguish,anger,394
boxing,anger,394
keyed,anger,394
fraud,anger,394
untoward,anger,394
whatsthepoint,anger,394
nag,anger,394
dangit,anger,394
howl,anger,394
brimstone,anger,392
recklessness,anger,391
dissolution,anger,391
pique,anger,391
earthquake,anger,391
rigged,anger,391
grrrrr,anger,391
argh,anger,391
disagree,anger,389
lawsuit,anger,386
immorality,anger,382
despair,anger,382
disused,anger,382
sore,anger,379
touchy,anger,379
sizzle,anger,379
incurable,anger,379
coerce,anger,379
falsification,anger,379
firstworldprobs,anger,379
difficulty,anger,379
pokes,anger,379
rifle,anger,379
picket,anger,378
concussion,anger,377
pitfall,anger,375
militia,anger,375
sly,anger,375
remand,anger,375
stuckup,anger,375
disillusionment,anger,375
faulty,anger,375
pessimism,anger,375
petpeeve,anger,375
rawr,anger,375
infantile,anger,375
cannon,anger,375
inhibit,anger,371
distressing,anger,371
vindicate,anger,371
nepotism,anger,371
schizophrenia,anger,369
skewed,anger,368
disreputable,anger,368
forbidding,anger,368
conquest,anger,367
leukemia,anger,365
bark,anger,365
warrior,anger,364
barks,anger,364
burke,anger,364
disapprove,anger,364
unhappy,anger,364
retarded,anger,364
challenge,anger,364
belt,anger,364
aftermath,anger,359
cad,anger,359
paucity,anger,359
opinionated,anger,359
incompetence,anger,359
broken,anger,359
restriction,anger,359
controversial,anger,359
litigate,anger,359
loudness,anger,359
disliked,anger,359
sectarian,anger,359
polemic,anger,359
interrupting,anger,358
fussy,anger,357
wench,anger,353
gruff,anger,351
misbehavior,anger,351
brat,anger,351
remove,anger,351
scarcity,anger,350
losing,anger,349
lie,anger,348
defect,anger,348
pest,anger,348
retract,anger,348
disappointed,anger,348
untrustworthy,anger,348
ulcer,anger,348
stigma,anger,348
hardened,anger,348
deserted,anger,348
timewasters,anger,348
disagreement,anger,348
bias,anger,345
unreliable,anger,344
disclaim,anger,344
impotence,anger,344
negation,anger,344
stripped,anger,344
unsettled,anger,344
misleading,anger,344
pirate,anger,344
shaky,anger,344
antisocial,anger,344
shoddy,anger,344
anxiety,anger,344
bothering,anger,344
stingy,anger,344
deterioration,anger,344
evade,anger,344
interminable,anger,343
disease,anger,341
meddle,anger,341
warp,anger,340
infamous,anger,338
alcoholism,anger,338
averse,anger,338
row,anger,337
staticky,anger,336
witchcraft,anger,333
illegitimate,anger,333
scorpion,anger,333
paralyzed,anger,333
ill,anger,333
interrupt,anger,333
encumbrance,anger,333
sinner,anger,331
hulk,anger,329
inconsiderate,anger,329
dashed,anger,328
hiss,anger,328
dislocated,anger,328
opponent,anger,328
scapegoat,anger,328
prohibited,anger,328
spammers,anger,328
brrr,anger,328
tighten,anger,328
disqualified,anger,328
grumpy,anger,328
fib,anger,328
resisting,anger,328
phony,anger,328
crusade,anger,328
victim,anger,328
trickery,anger,324
loss,anger,324
neglected,anger,324
haye,anger,324
inappropriate,anger,324
eschew,anger,324
canker,anger,323
crunch,anger,318
criticism,anger,318
duplicity,anger,318
queues,anger,318
muff,anger,318
shriek,anger,316
depreciate,anger,315
carelessness,anger,312
mortality,anger,312
dismissal,anger,312
deflate,anger,312
dumps,anger,312
chaff,anger,312
dupe,anger,312
dramaqueen,anger,312
poverty,anger,312
revving,anger,309
disallowed,anger,308
boisterous,anger,307
thoughtless,anger,307
burial,anger,304
theocratic,anger,303
wince,anger,303
sullen,anger,303
involution,anger,300
talons,anger,297
senseless,anger,297
hoax,anger,297
misuse,anger,297
wasteful,anger,297
depreciated,anger,297
getyourown,anger,297
depressed,anger,297
taxed,anger,297
stalemate,anger,297
paralysis,anger,295
displaced,anger,294
limited,anger,292
disapointment,anger,290
orc,anger,289
ridiculous,anger,289
react,anger,288
spine,anger,288
presumptuous,anger,288
teasing,anger,288
homeless,anger,288
sharpen,anger,288
barrier,anger,287
hoot,anger,287
twitchy,anger,287
myopia,anger,283
spam,anger,281
restitution,anger,281
disconnects,anger,281
flexin,anger,281
lagging,anger,281
incompatible,anger,281
delinquent,anger,281
contraband,anger,281
agh,anger,281
shiver,anger,281
unfairness,anger,279
buffering,anger,279
foray,anger,279
troll,anger,279
noncompliance,anger,279
nether,anger,278
uncaring,anger,273
bogus,anger,273
bugaboo,anger,273
immaturity,anger,273
shock,anger,269
feisty,anger,269
pry,anger,266
nopoint,anger,266
notamorningperson,anger,266
quandary,anger,266
bear,anger,266
feminism,anger,266
rapping,anger,266
defendant,anger,266
inconvenient,anger,266
inoperative,anger,266
latent,anger,266
humbug,anger,266
interrupts,anger,265
fluctuation,anger,265
exaggerate,anger,263
lose,anger,261
stone,anger,258
shoplifting,anger,258
patter,anger,258
furnace,anger,258
soldier,anger,258
tease,anger,258
incompetent,anger,257
indoctrination,anger,255
tripping,anger,250
falsehood,anger,250
unfollow,anger,250
nonsense,anger,250
socialist,anger,250
rocket,anger,250
noisy,anger,250
notoriety,anger,250
complicate,anger,250
untrue,anger,250
cane,anger,250
skid,anger,250
mastery,anger,250
attentionseeker,anger,250
pouting,anger,250
lawyer,anger,250
vampire,anger,242
capslock,anger,242
obstacle,anger,242
fenced,anger,242
ringer,anger,242
halter,anger,242
dontunderstand,anger,242
detract,anger,242
witch,anger,242
frowning,anger,239
saber,anger,238
hunger,anger,235
imtryingtosleep,anger,234
shell,anger,234
recession,anger,234
politics,anger,234
lava,anger,234
dabbling,anger,234
wokemeup,anger,234
rascal,anger,234
tariff,anger,234
failing,anger,234
undesirable,anger,231
copycat,anger,227
resign,anger,227
versus,anger,227
darkness,anger,227
soaked,anger,226
unfulfilled,anger,225
abandoned,anger,222
owing,anger,221
unattainable,anger,221
bankruptcy,anger,221
misconception,anger,219
warden,anger,219
whiny,anger,219
tool,anger,219
confusion,anger,219
mosquito,anger,219
twitching,anger,219
unhelpful,anger,219
compress,anger,219
somethingigetalot,anger,219
nosey,anger,213
overpriced,anger,212
harry,anger,212
adder,anger,212
shortage,anger,212
melodrama,anger,212
possession,anger,206
desert,anger,206
overplayed,anger,206
unlucky,anger,203
arraignment,anger,203
unpaid,anger,203
rook,anger,203
uninvited,anger,203
powerless,anger,203
backbone,anger,203
sentence,anger,203
inefficient,anger,203
pout,anger,203
court,anger,199
endless,anger,198
misstatement,anger,197
distracted,anger,197
adverts,anger,197
delay,anger,197
misunderstanding,anger,195
excite,anger,191
inadmissible,anger,191
lightning,anger,189
preclude,anger,188
incase,anger,188
insecure,anger,188
mournful,anger,188
claimant,anger,182
mutter,anger,182
mistress,anger,182
rating,anger,182
pare,anger,182
insist,anger,182
distracting,anger,182
opium,anger,180
willful,anger,176
deserve,anger,176
treat,anger,175
insists,anger,175
gibberish,anger,172
excitation,anger,172
mighty,anger,172
hormonal,anger,172
fee,anger,172
fleece,anger,172
indecisive,anger,172
liberate,anger,172
peice,anger,172
misplace,anger,172
thanksalot,anger,172
yelp,anger,168
bargaining,anger,167
mule,anger,167
unequal,anger,167
insignificant,anger,167
hamstring,anger,167
insufficiency,anger,167
attentionseekers,anger,163
forearm,anger,156
rheumatism,anger,156
indifference,anger,156
coop,anger,156
attorney,anger,152
uncertain,anger,152
involvement,anger,152
underpaid,anger,152
pretending,anger,152
justthebeginning,anger,152
bee,anger,152
disinformation,anger,152
campaigning,anger,151
hopelessness,anger,149
feeling,anger,147
legalized,anger,145
caution,anger,145
morals,anger,141
sterling,anger,141
obliging,anger,141
subsidy,anger,141
wimpy,anger,140
bummer,anger,139
repay,anger,136
surcharge,anger,136
saloon,anger,136
misspell,anger,136
blemish,anger,136
geez,anger,136
birch,anger,135
noob,anger,133
honk,anger,133
orchestra,anger,132
wireless,anger,125
standstill,anger,125
competitive,anger,125
mosque,anger,122
reversal,anger,121
inattention,anger,121
lace,anger,118
elbow,anger,117
instinctive,anger,112
chant,anger,111
gnome,anger,109
lonely,anger,109
tolerate,anger,106
management,anger,102
advocacy,anger,100
moral,anger,94
roadworks,anger,91
honest,anger,87
forgetful,anger,76
gent,anger,76
liquor,anger,75
money,anger,74
hood,anger,71
curriculum,anger,63
words,anger,62
smell,anger,61
elf,anger,61
playful,anger,61
opera,anger,61
trumpet,anger,59
nurture,anger,59
asleeep,anger,59
counsellor,anger,59
birthplace,anger,51
ribbon,anger,47
vote,anger,45
youth,anger,45
cash,anger,39
wannasleep,anger,31
waffle,anger,30
dame,anger,30
buffet,anger,29
celebrity,anger,26
autocorrect,anger,15
sisterhood,anger,15
musical,anger,11
tree,anger,0
excited,anticipation,859
anticipation,anticipation,859
excitement,anticipation,820
anticipate,anticipation,820
eagerness,anticipation,812
exciting,anticipation,797
expectant,anticipation,789
thrilling,anticipation,781
hope,anticipation,773
quest,anticipation,766
countdown,anticipation,750
anticipatory,anticipation,750
expectance,anticipation,750
start,anticipation,750
adventure,anticipation,750
eager,anticipation,742
climax,anticipation,742
arouse,anticipation,742
excite,anticipation,742
expect,anticipation,742
prophecy,anticipation,742
ejaculation,anticipation,734
announcement,anticipation,734
birth,anticipation,734
imminent,anticipation,727
urgent,anticipation,727
expecting,anticipation,727
liberation,anticipation,727
expectancy,anticipation,727
prospection,anticipation,719
prospect,anticipation,719
reunion,anticipation,719
aspire,anticipation,719
voyage,anticipation,719
