word,emotion,emotion-intensity-score
tramp,sadness,288
rubble,sadness,282
black,sadness,281
negro,sadness,281
adverse,sadness,281
senseless,sadness,281
grey,sadness,281
confession,sadness,281
down,sadness,281
taint,sadness,281
revoke,sadness,281
unseat,sadness,281
excluding,sadness,281
flinch,sadness,281
grumpy,sadness,281
timid,sadness,281
shortage,sadness,281
overdue,sadness,281
scrapie,sadness,281
wearily,sadness,281
remove,sadness,281
apathy,sadness,281
flop,sadness,281
knell,sadness,275
throb,sadness,273
jurisprudence,sadness,273
confusion,sadness,273
humbled,sadness,273
soldier,sadness,273
gray,sadness,269
lax,sadness,266
eternity,sadness,266
obstacle,sadness,266
drifted,sadness,266
leaving,sadness,266
remiss,sadness,266
shack,sadness,266
mixedemotions,sadness,266
unrealistic,sadness,266
slur,sadness,266
inconvenient,sadness,263
misrepresentation,sadness,259
restrict,sadness,259
stagnant,sadness,259
disservice,sadness,258
nosun,sadness,255
backwater,sadness,255
wilderness,sadness,255
pine,sadness,250
labored,sadness,250
speculation,sadness,250
tempest,sadness,250
bang,sadness,250
gullible,sadness,250
anchorage,sadness,250
older,sadness,250
incomplete,sadness,250
wasteful,sadness,250
communism,sadness,250
error,sadness,250
undying,sadness,250
uneducated,sadness,250
humbug,sadness,250
unexplained,sadness,250
rainyday,sadness,242
demonstrative,sadness,242
melodrama,sadness,242
necessity,sadness,236
boredom,sadness,235
void,sadness,234
uninteresting,sadness,234
burke,sadness,234
depart,sadness,234
healing,sadness,234
warp,sadness,234
cancel,sadness,234
sentence,sadness,234
cloudy,sadness,234
misty,sadness,234
blockade,sadness,234
foggy,sadness,234
pale,sadness,234
trash,sadness,234
hollow,sadness,234
case,sadness,228
rainy,sadness,227
uninterested,sadness,223
onerous,sadness,223
bottom,sadness,223
fasting,sadness,220
thirst,sadness,219
discolored,sadness,219
dole,sadness,219
indifference,sadness,219
boooo,sadness,219
blunder,sadness,219
coping,sadness,219
pious,sadness,219
cocaine,sadness,218
tough,sadness,212
arid,sadness,203
hoary,sadness,203
sprain,sadness,203
lower,sadness,203
chargeable,sadness,203
sluggish,sadness,203
yucky,sadness,203
revolution,sadness,203
fat,sadness,203
chilly,sadness,203
wanting,sadness,202
progression,sadness,201
closure,sadness,195
unbeaten,sadness,193
meh,sadness,188
rumor,sadness,188
invalid,sadness,188
veal,sadness,188
retirement,sadness,188
cataract,sadness,188
heartfelt,sadness,188
rack,sadness,188
interrupted,sadness,188
halter,sadness,188
cold,sadness,188
splitting,sadness,188
oddity,sadness,188
tease,sadness,188
concerned,sadness,184
sarcasm,sadness,181
strip,sadness,179
sap,sadness,172
feeling,sadness,172
overload,sadness,172
eschew,sadness,172
esteem,sadness,172
divided,sadness,172
memories,sadness,172
cupping,sadness,172
destination,sadness,170
nosnow,sadness,169
limited,sadness,167
rain,sadness,163
willful,sadness,160
untitled,sadness,157
weeds,sadness,156
cross,sadness,156
stint,sadness,156
pare,sadness,155
snort,sadness,154
inconsequential,sadness,152
procession,sadness,152
tax,sadness,142
overpriced,sadness,141
weight,sadness,141
tolerate,sadness,141
lesbian,sadness,141
emo,sadness,141
mug,sadness,141
touchy,sadness,140
kennel,sadness,130
grounded,sadness,130
meek,sadness,125
stillness,sadness,125
sisterhood,sadness,125
theocratic,sadness,125
socialist,sadness,125
terrific,sadness,125
unpaid,sadness,125
clouds,sadness,125
margin,sadness,125
commemorate,sadness,125
late,sadness,125
default,sadness,121
lace,sadness,118
unpublished,sadness,116
interested,sadness,114
fortress,sadness,110
ultimate,sadness,109
rating,sadness,109
fleece,sadness,109
orchestra,sadness,109
harry,sadness,109
priesthood,sadness,109
lush,sadness,109
sanctify,sadness,108
income,sadness,100
boo,sadness,94
quiet,sadness,94
sonnet,sadness,94
winning,sadness,94
vainly,sadness,91
wet,sadness,78
humble,sadness,78
motivating,sadness,78
hug,sadness,78
opera,sadness,78
hut,sadness,78
ovation,sadness,78
treat,sadness,76
hymn,sadness,64
honest,sadness,62
relics,sadness,61
couch,sadness,60
waffle,sadness,47
musical,sadness,45
shell,sadness,45
savor,sadness,34
vote,sadness,31
napkin,sadness,31
sing,sadness,17
mother,sadness,16
music,sadness,16
nutritious,sadness,15
lovely,sadness,9
romance,sadness,0
sweetheart,sadness,0
art,sadness,0
liquor,sadness,0
surprise,surprise,930
explode,surprise,906
flabbergast,surprise,906
explosion,surprise,898
ambush,surprise,883
explosive,surprise,883
eruption,surprise,883
shockingly,surprise,875
frighten,surprise,875
startle,surprise,875
surprisingly,surprise,875
frightened,surprise,867
surprising,surprise,867
surprised,surprise,867
thrilling,surprise,859
outburst,surprise,859
miracle,surprise,859
blast,surprise,852
alarm,surprise,852
astonishingly,surprise,852
jolt,surprise,844
shock,surprise,844
thunderstruck,surprise,844
catastrophe,surprise,836
dazzle,surprise,836
bang,surprise,836
fright,surprise,836
unexpectedly,surprise,836
suddenly,surprise,828
bewilderment,surprise,828
emergency,surprise,828
startling,surprise,828
stunned,surprise,820
astound,surprise,820
disaster,surprise,812
jackpot,surprise,812
earthquake,surprise,812
aghast,surprise,805
climax,surprise,805
astonishment,surprise,805
astonish,surprise,805
scare,surprise,797
awestruck,surprise,797
exclaim,surprise,789
bomb,surprise,789
erupt,surprise,789
amazement,surprise,781
alarming,surprise,773
detonate,surprise,773
raid,surprise,773
invade,surprise,773
miraculous,surprise,773
abduction,surprise,773
kidnap,surprise,766
stupefy,surprise,758
dumfound,surprise,758
unpredictable,surprise,758
overwhelming,surprise,758
outrageous,surprise,750
erratic,surprise,750
accident,surprise,750
unimaginable,surprise,750
horror,surprise,742
blitz,surprise,742
wreck,surprise,742
bewilder,surprise,742
petrify,surprise,742
slaughter,surprise,742
flinch,surprise,742
amaze,surprise,742
stupefaction,surprise,734
frenetic,surprise,734
frantic,surprise,734
crash,surprise,734
excitement,surprise,734
riotous,surprise,727
outcry,surprise,727
vanished,surprise,727
moonstruck,surprise,727
sudden,surprise,727
amazedness,surprise,719
scream,surprise,719
shriek,surprise,719
sabotage,surprise,719
unanticipated,surprise,719
breathless,surprise,719
bewildered,surprise,719
awe,surprise,719
manslaughter,surprise,719
rupture,surprise,719
gasp,surprise,711
shot,surprise,711
uncontrollable,surprise,711
stun,surprise,711
unexpected,surprise,711
electrify,surprise,711
avalanche,surprise,711
slam,surprise,703
unforeseen,surprise,703
suspense,surprise,703
abrupt,surprise,703
intruder,surprise,703
surge,surprise,703
devastation,surprise,703
unprecedented,surprise,695
urgent,surprise,695
excite,surprise,695
stab,surprise,695
volatility,surprise,695
yell,surprise,695
strike,surprise,695
dumfounder,surprise,695
disturbance,surprise,688
incredible,surprise,688
spectacular,surprise,688
carnage,surprise,688
recklessness,surprise,680
monstrous,surprise,680
thrill,surprise,680
clamor,surprise,680
slap,surprise,680
inexplicable,surprise,672
captivate,surprise,672
striking,surprise,672
terrorist,surprise,672
accidentally,surprise,672
exhilaration,surprise,672
exciting,surprise,672
accidental,surprise,672
revolution,surprise,664
freakish,surprise,664
topple,surprise,664
dire,surprise,664
volcano,surprise,664
bloodshed,surprise,656
sneak,surprise,656
unspeakable,surprise,656
revolt,surprise,656
incendiary,surprise,656
unsuspecting,surprise,648
attacking,surprise,648
unintended,surprise,648
spellbound,surprise,648
amazingly,surprise,648
cyclone,surprise,648
disruption,surprise,648
epidemic,surprise,648
violent,surprise,648
mutiny,surprise,648
wildfire,surprise,641
indescribable,surprise,641
screech,surprise,641
tumult,surprise,641
enthusiasm,surprise,641
shout,surprise,641
improvisation,surprise,641
excitation,surprise,641
agape,surprise,633
anomaly,surprise,633
uncertain,surprise,633
treachery,surprise,633
gape,surprise,633
apparition,surprise,633
presto,surprise,633
plunder,surprise,633
trick,surprise,625
distress,surprise,625
wonderment,surprise,625
murderous,surprise,625
slaughtering,surprise,625
tempest,surprise,625
urgency,surprise,625
sorcery,surprise,625
mystery,surprise,625
excited,surprise,625
inimaginable,surprise,617
prank,surprise,617
intense,surprise,617
murder,surprise,617
quickness,surprise,617
vanish,surprise,617
trickery,surprise,617
intrusive,surprise,617
splash,surprise,609
shatter,surprise,609
magical,surprise,609
unstable,surprise,609
strangle,surprise,609
thief,surprise,609
coup,surprise,609
blindfold,surprise,609
tackle,surprise,602
jubilee,surprise,602
inconceivable,surprise,602
betray,surprise,602
deluge,surprise,602
assail,surprise,602
stupor,surprise,602
defy,surprise,602
lightning,surprise,594
monstrosity,surprise,594
stupendous,surprise,594
shrill,surprise,594
alerts,surprise,594
mishap,surprise,594
paralyzed,surprise,586
deceit,surprise,586
mysterious,surprise,586
bonus,surprise,586
wild,surprise,586
wondrous,surprise,586
randomly,surprise,586
pitfall,surprise,586
uncanny,surprise,586
jubilant,surprise,578
fluke,surprise,578
godsend,surprise,578
electric,surprise,578
death,surprise,578
raving,surprise,578
oddity,surprise,578
rejoicing,surprise,578
bizarre,surprise,578
stagger,surprise,578
premature,surprise,578
revenge,surprise,570
dynamic,surprise,570
dismay,surprise,570
nefarious,surprise,562
uncover,surprise,562
reappear,surprise,562
reward,surprise,562
ecstatic,surprise,562
fascinate,surprise,562
jerk,surprise,562
crescendo,surprise,555
whim,surprise,555
conjure,surprise,555
thaumaturgy,surprise,555
zany,surprise,555
rescue,surprise,547
heroism,surprise,547
thwart,surprise,547
daze,surprise,547
rarity,surprise,547
tantalizing,surprise,547
unbridled,surprise,547
winner,surprise,547
ejaculation,surprise,547
illuminate,surprise,547
violation,surprise,539
lucky,surprise,539
marvel,surprise,539
punch,surprise,539
insult,surprise,539
celebration,surprise,539
cheer,surprise,539
interrupt,surprise,539
lunge,surprise,539
illusion,surprise,539
treason,surprise,539
sensation,surprise,531
snag,surprise,531
fearfully,surprise,531
concealed,surprise,531
jest,surprise,531
banger,surprise,531
affront,surprise,531
veer,surprise,523
victimized,surprise,523
abandonment,surprise,523
liberate,surprise,523
majestic,surprise,523
rejoice,surprise,523
immediacy,surprise,523
scorpion,surprise,523
wonder,surprise,523
improvise,surprise,523
undiscovered,surprise,523
howl,surprise,516
chance,surprise,516
stealthily,surprise,516
tickle,surprise,516
yelp,surprise,516
pop,surprise,508
unintentionally,surprise,508
swerve,surprise,508
transcendence,surprise,508
garish,surprise,508
luck,surprise,508
magnificent,surprise,508
rave,surprise,508
reflex,surprise,508
slayer,surprise,500
erotic,surprise,500
marvelous,surprise,500
fainting,surprise,500
pang,surprise,500
misbehavior,surprise,500
infrequent,surprise,500
embarrassment,surprise,500
diversion,surprise,500
alertness,surprise,500
enliven,surprise,500
remarkable,surprise,500
heroic,surprise,500
decoy,surprise,492
greatness,surprise,492
trump,surprise,492
unutterable,surprise,492
nab,surprise,492
chimera,surprise,492
infarct,surprise,492
camouflage,surprise,492
exigent,surprise,492
birthday,surprise,492
variable,surprise,484
horde,surprise,484
daemon,surprise,484
zeal,surprise,484
underestimate,surprise,484
fanfare,surprise,484
magician,surprise,484
inexpressible,surprise,484
prick,surprise,484
curiosity,surprise,484
fortune,surprise,477
chicane,surprise,477
subversive,surprise,477
incident,surprise,477
gawk,surprise,477
dreadfully,surprise,477
sneeze,surprise,477
unguarded,surprise,477
illumination,surprise,477
strange,surprise,477
leery,surprise,469
reversal,surprise,469
rapid,surprise,469
wizard,surprise,469
prowl,surprise,469
coincidence,surprise,461
break,surprise,461
hilarious,surprise,461
subito,surprise,461
divergent,surprise,461
slip,surprise,461
ordeal,surprise,453
raffle,surprise,453
confession,surprise,453
winning,surprise,453
hoax,surprise,453
wonderful,surprise,453
evanescence,surprise,453
overestimate,surprise,453
merriment,surprise,453
laughter,surprise,445
stound,surprise,445
enthusiast,surprise,445
splendid,surprise,445
gambling,surprise,445
perchance,surprise,445
feat,surprise,445
excel,surprise,445
unique,surprise,438
senseless,surprise,438
unintentional,surprise,438
splendor,surprise,438
changeable,surprise,438
rapt,surprise,438
brighten,surprise,438
fascination,surprise,430
intrigue,surprise,430
fiesta,surprise,430
trepidation,surprise,430
delighted,surprise,430
lawsuit,surprise,430
gift,surprise,430
stealthy,surprise,430
stealth,surprise,422
enchant,surprise,422
originality,surprise,422
riddle,surprise,422
quicksilver,surprise,422
judgment,surprise,422
liberation,surprise,414
syncope,surprise,414
experiment,surprise,414
elusive,surprise,414
perjury,surprise,414
veracity,surprise,414
illegitimate,surprise,414
spirits,surprise,414
allure,surprise,406
applause,surprise,406
parade,surprise,406
gambler,surprise,406
inspired,surprise,406
fete,surprise,406
eager,surprise,406
princely,surprise,398
divorce,surprise,398
guess,surprise,398
secrecy,surprise,398
burlesque,surprise,398
cheerful,surprise,391
incontinence,surprise,391
supremacy,surprise,391
peri,surprise,391
aspiration,surprise,391
hermaphrodite,surprise,391
score,surprise,383
crowning,surprise,383
praiseworthy,surprise,383
lose,surprise,383
buck,surprise,383
inheritance,surprise,383
cadaver,surprise,383
succeed,surprise,375
camouflaged,surprise,375
advance,surprise,375
mystic,surprise,375
frisky,surprise,375
compliment,surprise,375
gulp,surprise,375
hope,surprise,367
excavation,surprise,367
sparkle,surprise,367
joker,surprise,367
sensual,surprise,367
entertainment,surprise,359
feeling,surprise,359
postponement,surprise,352
modify,surprise,352
award,surprise,352
blessings,surprise,352
clown,surprise,352
newcomer,surprise,352
obit,surprise,352
hero,surprise,344
start,surprise,344
proficiency,surprise,344
glorify,surprise,344
celebrity,surprise,344
highest,surprise,344
wonderfully,surprise,344
rekindle,surprise,336
dissolution,surprise,336
memorable,surprise,336
grin,surprise,336
optimism,surprise,336
prodigious,surprise,336
sanctify,surprise,336
unbeaten,surprise,336
warned,surprise,336
admiration,surprise,328
hypertrophy,surprise,328
present,surprise,320
angel,surprise,320
hap,surprise,320
examination,surprise,320
catch,surprise,320
liberty,surprise,312
puma,surprise,312
treat,surprise,312
flirt,surprise,312
inaffable,surprise,312
scrimmage,surprise,312
occasional,surprise,312
kiss,surprise,312
embrace,surprise,312
dismissal,surprise,312
saint,surprise,312
generosity,surprise,305
perfection,surprise,305
saintly,surprise,305
gratify,surprise,305
sally,surprise,305
larger,surprise,297
differently,surprise,297
favorable,surprise,297
palpable,surprise,297
finally,surprise,297
polarity,surprise,297
ceremony,surprise,297
warn,surprise,297
inviting,surprise,289
greeting,surprise,289
romance,surprise,289
medal,surprise,289
trip,surprise,281
resignation,surprise,281
accolade,surprise,281
labor,surprise,281
candid,surprise,281
stare,surprise,273
somatic,surprise,266
immerse,surprise,266
playful,surprise,266
insolvency,surprise,266
compensate,surprise,266
glimmer,surprise,266
admire,surprise,266
invite,surprise,266
mimicry,surprise,266
festival,surprise,266
laugh,surprise,258
chuckle,surprise,258
hypothesis,surprise,258
receiving,surprise,258
complement,surprise,258
honeymoon,surprise,250
marry,surprise,242
opera,surprise,242
pleasant,surprise,242
independence,surprise,242
holiness,surprise,234
hopeful,surprise,234
assessment,surprise,234
rhythmical,surprise,234
trophy,surprise,234
leave,surprise,234
chant,surprise,234
deal,surprise,227
placard,surprise,227
procession,surprise,227
cherish,surprise,219
good,surprise,219
shopping,surprise,219
musical,surprise,219
shell,surprise,211
simplify,surprise,211
dawn,surprise,211
sweet,surprise,203
purity,surprise,203
morals,surprise,203
money,surprise,203
nullify,surprise,203
preservative,surprise,195
unfulfilled,surprise,195
precious,surprise,195
humanitarian,surprise,195
synchronize,surprise,195
singularly,surprise,188
obliging,surprise,188
pray,surprise,180
lovely,surprise,180
graduation,surprise,180
foresee,surprise,180
youth,surprise,172
art,surprise,172
mouth,surprise,172
sun,surprise,172
thirst,surprise,172
goodness,surprise,164
young,surprise,164
latent,surprise,156
overdue,surprise,156
visor,surprise,156
practiced,surprise,156
destination,surprise,148
loyal,surprise,148
expect,surprise,148
wireless,surprise,148
cream,surprise,141
quote,surprise,141
infant,surprise,141
slush,surprise,141
playground,surprise,133
organization,surprise,125
teach,surprise,125
vote,surprise,125
dolphin,surprise,117
weight,surprise,117
smile,surprise,117
cable,surprise,109
sisterhood,surprise,109
sunny,surprise,102
steady,surprise,94
peaceful,surprise,86
spa,surprise,86
leisure,surprise,86
picnic,surprise,78
tree,surprise,78
worm,surprise,55
truthfulness,trust,906
trusted,trust,883
trustworthy,trust,867
truth,trust,844
honor,trust,844
honest,trust,844
honesty,trust,844
trusting,trust,836
truthful,trust,836
brotherhood,trust,820
entrust,trust,812
credibility,trust,805
integrity,trust,805
honorable,trust,805
loyalty,trust,805
committed,trust,805
trust,trust,805
faithful,trust,797
sincere,trust,797
true,trust,789
partnership,trust,789
responsible,trust,789
wisdom,trust,789
verification,trust,781
cooperative,trust,781
vow,trust,781
oath,trust,781
credible,trust,773
respectable,trust,773
promise,trust,773
verified,trust,773
hero,trust,773
sisterhood,trust,773
qualified,trust,766
respected,trust,766
authentication,trust,766
compassion,trust,759
safekeeping,trust,758
love,trust,758
trusts,trust,758
moral,trust,758
reputable,trust,758
reliability,trust,758
approval,trust,758
loyal,trust,750
competence,trust,750
companion,trust,750
ally,trust,750
respect,trust,750
advised,trust,750
safeguard,trust,750
authentic,trust,750
genuine,trust,750
friend,trust,750
stable,trust,750
friendships,trust,750
respects,trust,742
wholesome,trust,742
faith,trust,742
proven,trust,742
freedom,trust,742
accepting,trust,742
unification,trust,734
confirmation,trust,734
protecting,trust,734
admirable,trust,734
reassurance,trust,734
heartfelt,trust,734
supporter,trust,734
respectful,trust,734
trustee,trust,734
friendship,trust,727
fact,trust,727
confidentially,trust,727
believing,trust,727
confident,trust,727
credential,trust,727
partners,trust,727
agreement,trust,727
alliance,trust,727
excellence,trust,727
equality,trust,727
authenticate,trust,719
intelligence,trust,719
virtue,trust,719
honored,trust,719
closeness,trust,719
kindred,trust,719
virtuous,trust,719
allegiance,trust,711
dedication,trust,711
cooperating,trust,711
cooperation,trust,711
determination,trust,711
straightforward,trust,711
consistency,trust,711
creditable,trust,711
charitable,trust,711
guarantee,trust,711
justice,trust,711
morality,trust,703
admire,trust,703
motherhood,trust,703
guardianship,trust,703
admiration,trust,703
assurance,trust,703
reverence,trust,703
proof,trust,703
mentor,trust,703
innocent,trust,703
friendliness,trust,703
reliable,trust,703
nurture,trust,703
prepared,trust,703
protected,trust,703
sanctuary,trust,703
mother,trust,703
fulfilled,trust,703
marriage,trust,695
compassionate,trust,695
certified,trust,695
skillful,trust,695
united,trust,695
approving,trust,695
scientist,trust,695
agreeable,trust,695
allied,trust,695
bodyguard,trust,695
courage,trust,695
morals,trust,695
pact,trust,695
accountable,trust,695
humanitarian,trust,695
guardian,trust,695
indestructible,trust,695
guidance,trust,688
justifiable,trust,688
esteem,trust,688
competent,trust,688
valor,trust,688
secure,trust,688
adviser,trust,688
humanity,trust,688
perfection,trust,688
monogamy,trust,688
authenticity,trust,688
believed,trust,688
pledge,trust,688
understanding,trust,688
solidity,trust,688
goodness,trust,680
diplomatic,trust,680
expertise,trust,680
confirmed,trust,680
confide,trust,680
hope,trust,680
confidential,trust,680
strongest,trust,680
professional,trust,680
grandfather,trust,680
commendable,trust,680
indivisible,trust,680
approve,trust,680
familiarity,trust,680
diligence,trust,680
humble,trust,680
leader,trust,680
agreeing,trust,680
affirm,trust,680
elders,trust,680
official,trust,680
protector,trust,680
inspire,trust,680
acceptance,trust,680
advocacy,trust,680
sanctify,trust,672
faultless,trust,672
cohesive,trust,672
encyclopedia,trust,672
mastery,trust,672
accepted,trust,672
healing,trust,672
dignity,trust,672
unwavering,trust,672
safe,trust,672
intelligent,trust,672
believes,trust,672
benevolence,trust,672
accredited,trust,672
covenant,trust,672
harmoniously,trust,672
advocate,trust,664
team,trust,664
authority,trust,664
fulfillment,trust,664
supporting,trust,664
affirmatively,trust,664
attestation,trust,664
proficient,trust,664
disciple,trust,664
impeccable,trust,664
accountability,trust,664
ambassador,trust,664
reliance,trust,664
communicate,trust,664
expert,trust,664
merit,trust,664
heroic,trust,664
spiritual,trust,664
accept,trust,664
specialist,trust,664
guidebook,trust,664
strengthening,trust,661
counsel,trust,656
favorable,trust,656
proficiency,trust,656
steadfast,trust,656
holiness,trust,656
scientific,trust,656
warranty,trust,656
facts,trust,656
constancy,trust,656
structure,trust,656
familiar,trust,656
elder,trust,656
achieve,trust,656
relationship,trust,656
excellent,trust,656
gentleman,trust,656
strength,trust,656
supports,trust,656
defended,trust,656
agreed,trust,648
heroism,trust,648
inspiration,trust,648
noble,trust,648
comrade,trust,648
matrimony,trust,648
counselor,trust,648
assuredly,trust,648
rely,trust,648
solidarity,trust,648
accepts,trust,648
lovable,trust,648
advisable,trust,648
peaceful,trust,648
academic,trust,648
competency,trust,648
brother,trust,648
assist,trust,648
successful,trust,648
harmony,trust,648
protective,trust,648
saint,trust,648
uphold,trust,648
unconditionally,trust,648
worthy,trust,643
assure,trust,641
lawful,trust,641
judiciary,trust,641
conscientious,trust,641
teacher,trust,641
mamma,trust,641
relationships,trust,641
doctor,trust,641
confidence,trust,641
leading,trust,641
kind,trust,641
establish,trust,641
loving,trust,641
benefactor,trust,641
ordained,trust,641
real,trust,641
durability,trust,641
coexist,trust,641
credence,trust,641
unity,trust,641
legal,trust,641
champion,trust,641
intimate,trust,634
endorse,trust,633
judicial,trust,633
fidelity,trust,633
therapeutic,trust,633
homage,trust,633
important,trust,633
fortitude,trust,633
soundness,trust,633
backbone,trust,633
practiced,trust,633
aspiration,trust,633
conscience,trust,633
saintly,trust,633
legitimacy,trust,633
bless,trust,633
devotional,trust,633
physician,trust,633
courageous,trust,633
sanctification,trust,633
hopeful,trust,633
deepest,trust,633
approved,trust,633
brotherly,trust,633
authorize,trust,633
convincing,trust,633
blessing,trust,625
fireman,trust,625
angel,trust,625
beliefs,trust,625
accurate,trust,625
assured,trust,625
achievement,trust,625
profound,trust,625
authorization,trust,625
majestic,trust,625
professorship,trust,625
communication,trust,625
positivity,trust,625
certify,trust,625
caretaker,trust,625
civilized,trust,625
engaged,trust,625
regard,trust,625
purify,trust,625
wonderful,trust,625
encourage,trust,625
evident,trust,625
appreciation,trust,617
commend,trust,617
reassure,trust,617
approvement,trust,617
heroine,trust,617
unimpeachable,trust,617
triumphant,trust,617
rational,trust,617
haven,trust,617
truce,trust,617
constantly,trust,617
attentive,trust,617
advice,trust,617
gospel,trust,617
passionate,trust,617
believer,trust,617
planning,trust,617
optimism,trust,617
good,trust,617
testament,trust,617
corroborate,trust,617
absolution,trust,617
qualities,trust,617
teach,trust,617
cherish,trust,617
bedrock,trust,617
objective,trust,617
god,trust,617
surety,trust,617
accord,trust,617
fundamental,trust,617
thoughtful,trust,617
blessings,trust,609
brilliant,trust,609
officer,trust,609
comfort,trust,609
civilization,trust,609
praise,trust,609
progression,trust,609
awareness,trust,609
purification,trust,609
heal,trust,609
considerate,trust,609
patron,trust,609
praiseworthy,trust,609
mediator,trust,609
scripture,trust,609
notary,trust,609
steward,trust,609
recommend,trust,609
definitive,trust,609
magnificence,trust,609
babysitter,trust,609
liking,trust,609
excel,trust,609
vetted,trust,609
happy,trust,609
witness,trust,602
experienced,trust,602
enlightenment,trust,602
guarded,trust,602
nun,trust,602
humility,trust,602
helpful,trust,602
embrace,trust,602
identify,trust,602
brave,trust,602
peace,trust,602
serenity,trust,602
unconditional,trust,602
symmetry,trust,602
steady,trust,602
unquestionable,trust,602
mainstay,trust,602
inspired,trust,602
brighten,trust,602
sympathetic,trust,602
fulfill,trust,602
transcendence,trust,602
generosity,trust,594
strengthen,trust,594
nurse,trust,594
marry,trust,594
befriend,trust,594
admiral,trust,594
spouse,trust,594
enlighten,trust,594
council,trust,594
grant,trust,594
eminence,trust,594
vigilant,trust,594
efficient,trust,594
visionary,trust,594
commendation,trust,594
praised,trust,594
endowment,trust,594
ministry,trust,594
fairly,trust,594
complimentary,trust,594
openly,trust,594
assessment,trust,594
philanthropic,trust,594
tranquility,trust,594
regent,trust,594
sage,trust,594
substantiate,trust,594
generous,trust,594
gratitude,trust,594
depend,trust,594
vigilance,trust,594
sweetheart,trust,589
compliance,trust,586
unfailing,trust,586
sobriety,trust,586
helper,trust,586
testimony,trust,586
revere,trust,586
victory,trust,586
seniority,trust,586
father,trust,586
godly,trust,586
prestige,trust,586
magnificent,trust,586
meritorious,trust,586
educational,trust,586
husbandry,trust,586
diplomacy,trust,586
mate,trust,586
joyful,trust,586
rooted,trust,586
convince,trust,586
delegate,trust,586
share,trust,586
firmness,trust,586
bylaw,trust,586
angelic,trust,586
ambition,trust,586
acclaim,trust,586
enjoying,trust,586
lovely,trust,586
collectively,trust,586
conservation,trust,586
inheritance,trust,586
checklist,trust,586
monk,trust,586
attest,trust,586
serene,trust,586
constitutional,trust,586
designation,trust,586
tribe,trust,586
impartiality,trust,578
coexisting,trust,578
unquestioned,trust,578
revival,trust,578
upright,trust,578
irrefutable,trust,578
shelter,trust,578
navigator,trust,578
commandant,trust,578
authoritative,trust,578
professor,trust,578
adore,trust,578
philanthropist,trust,578
communion,trust,578
judge,trust,578
convinced,trust,578
cheerfulness,trust,578
inviting,trust,578
obey,trust,578
legalized,trust,578
structural,trust,578
watchdog,trust,578
careful,trust,578
dutiful,trust,578
smile,trust,578
abundance,trust,570
connective,trust,570
cuddle,trust,570
principal,trust,570
unequivocal,trust,570
compass,trust,570
measured,trust,570
ordinance,trust,570
modest,trust,570
complement,trust,570
pilot,trust,570
counsellor,trust,570
insure,trust,570
guide,trust,570
matron,trust,570
punctual,trust,570
heavenly,trust,570
determinate,trust,570
immaculate,trust,570
everlasting,trust,570
adhering,trust,570
apostle,trust,570
plausible,trust,570
advise,trust,570
volunteers,trust,570
corroboration,trust,570
consult,trust,570
relative,trust,570
unquestionably,trust,570
pedigree,trust,570
earned,trust,570
collaborator,trust,570
frankness,trust,562
pleasant,trust,562
apostolic,trust,562
jurist,trust,562
vitality,trust,562
fort,trust,562
devout,trust,562
vigorous,trust,562
congregation,trust,562
remarkable,trust,562
ordination,trust,562
save,trust,562
curable,trust,562
cohesion,trust,562
applaud,trust,562
uplift,trust,562
content,trust,562
prize,trust,562
earn,trust,562
compensate,trust,562
strong,trust,562
jury,trust,562
succeeding,trust,562
soothing,trust,562
lovemaking,trust,562
spotless,trust,562
pertinent,trust,562
concordance,trust,562
admit,trust,562
miracle,trust,562
insight,trust,562
treasurer,trust,562
betrothed,trust,555
prophet,trust,555
discretion,trust,555
auditor,trust,555
intuition,trust,555
influential,trust,555
precedence,trust,555
illumination,trust,555
restorative,trust,555
constant,trust,555
destined,trust,555
worship,trust,555
foresight,trust,555
patience,trust,555
exalt,trust,555
coach,trust,555
coalesce,trust,555
impartial,trust,555
reunion,trust,555
midwife,trust,555
mediate,trust,555
cultivate,trust,555
veteran,trust,555
congruence,trust,555
providing,trust,555
defender,trust,555
succeed,trust,555
vote,trust,555
greatness,trust,555
reconciliation,trust,555
buddy,trust,555
privacy,trust,555
inclusion,trust,555
physicist,trust,555
ambulance,trust,555
meditate,trust,555
rejoice,trust,547
readiness,trust,547
forgive,trust,547
durable,trust,547
statement,trust,547
promises,trust,547
reinforcement,trust,547
commanding,trust,547
prevalent,trust,547
salvation,trust,547
convent,trust,547
impenetrable,trust,547
cheer,trust,547
law,trust,547
independence,trust,547
heritage,trust,547
engaging,trust,547
friendly,trust,547
provide,trust,547
temperate,trust,547
liberty,trust,547
invocation,trust,547
securities,trust,547
proud,trust,547
eyewitness,trust,547
prudent,trust,547
conciliation,trust,547
govern,trust,547
registry,trust,547
ancestral,trust,547
memorable,trust,539
obedience,trust,539
applause,trust,539
responsive,trust,539
ensemble,trust,539
proctor,trust,539
tantamount,trust,539
define,trust,539
obvious,trust,539
inimitable,trust,539
architecture,trust,539
instructions,trust,539
eager,trust,539
perfect,trust,539
uncensured,trust,539
admitting,trust,539
obliging,trust,539
immovable,trust,539
inoculation,trust,539
recovery,trust,539
antidote,trust,539
reinforcements,trust,539
watchman,trust,539
regularity,trust,539
institute,trust,539
delightful,trust,539
exalted,trust,539
chronicle,trust,539
relevant,trust,539
stamina,trust,539
